_id
DRYAD_doi.org:10.15146:R31P48
DRYAD_doi.org:10.15146:R3566F
DRYAD_doi.org:10.15146:R3FD47
DRYAD_doi.org:10.15146:R3FQ16
DRYAD_doi.org:10.15146:R3GQ38
DRYAD_doi.org:10.15146:R3QX1R
DRYAD_doi.org:10.15146:R3Z40M
DRYAD_doi.org:10.17916:P68C7C
DRYAD_doi.org:10.17916:P6V880
DRYAD_doi.org:10.25338:B8DK9G
DRYAD_doi.org:10.25338:B8RC9H
DRYAD_doi.org:10.25349:D93W4Z
DRYAD_doi.org:10.25349:D9402J
DRYAD_doi.org:10.5061:dryad.03f4f
DRYAD_doi.org:10.5061:dryad.0rxwdbrxh
DRYAD_doi.org:10.5061:dryad.0s605
DRYAD_doi.org:10.5061:dryad.0zpc86725
DRYAD_doi.org:10.5061:dryad.150v8g3
DRYAD_doi.org:10.5061:dryad.18931zct5
DRYAD_doi.org:10.5061:dryad.1c59zw3sk
DRYAD_doi.org:10.5061:dryad.1j3s0
DRYAD_doi.org:10.5061:dryad.1j84f
DRYAD_doi.org:10.5061:dryad.1zcrjdfwq
DRYAD_doi.org:10.5061:dryad.22k10nd
DRYAD_doi.org:10.5061:dryad.27635v2
DRYAD_doi.org:10.5061:dryad.2jm63xssj
DRYAD_doi.org:10.5061:dryad.2rbnzs7hs
DRYAD_doi.org:10.5061:dryad.2rbnzs7rc
DRYAD_doi.org:10.5061:dryad.325ts
DRYAD_doi.org:10.5061:dryad.34mn3
DRYAD_doi.org:10.5061:dryad.3583v22
DRYAD_doi.org:10.5061:dryad.37pvmcvmn
DRYAD_doi.org:10.5061:dryad.3bk3j9kjx
DRYAD_doi.org:10.5061:dryad.3gc6nj6
DRYAD_doi.org:10.5061:dryad.3h5kv
DRYAD_doi.org:10.5061:dryad.3jj7f
DRYAD_doi.org:10.5061:dryad.44p35
DRYAD_doi.org:10.5061:dryad.4521vq2
DRYAD_doi.org:10.5061:dryad.4d0631b
DRYAD_doi.org:10.5061:dryad.4n86v
DRYAD_doi.org:10.5061:dryad.4s7t3
DRYAD_doi.org:10.5061:dryad.4vn13
DRYAD_doi.org:10.5061:dryad.55724
DRYAD_doi.org:10.5061:dryad.59zw3r2bn
DRYAD_doi.org:10.5061:dryad.5b9b0
DRYAD_doi.org:10.5061:dryad.5c88j
DRYAD_doi.org:10.5061:dryad.5f1f8
DRYAD_doi.org:10.5061:dryad.60210
DRYAD_doi.org:10.5061:dryad.674
DRYAD_doi.org:10.5061:dryad.68ff1
DRYAD_doi.org:10.5061:dryad.6n1q4
DRYAD_doi.org:10.5061:dryad.707td
DRYAD_doi.org:10.5061:dryad.7fq7d558
DRYAD_doi.org:10.5061:dryad.7h44j0zz4
DRYAD_doi.org:10.5061:dryad.7p7n2
DRYAD_doi.org:10.5061:dryad.7r1p25r
DRYAD_doi.org:10.5061:dryad.83bk3j9s6
DRYAD_doi.org:10.5061:dryad.83bk3j9sq
DRYAD_doi.org:10.5061:dryad.866t1g1n3
DRYAD_doi.org:10.5061:dryad.8734c
DRYAD_doi.org:10.5061:dryad.87g80
DRYAD_doi.org:10.5061:dryad.8931zcrv4
DRYAD_doi.org:10.5061:dryad.8dc26
DRYAD_doi.org:10.5061:dryad.8sf7m0cn0
DRYAD_doi.org:10.5061:dryad.968vr
DRYAD_doi.org:10.5061:dryad.96c20
DRYAD_doi.org:10.5061:dryad.9c6q0
DRYAD_doi.org:10.5061:dryad.9ghx3ffjv
DRYAD_doi.org:10.5061:dryad.9k4h503
DRYAD_doi.org:10.5061:dryad.9kd51c5fv
DRYAD_doi.org:10.5061:dryad.9p8cz8wgj
DRYAD_doi.org:10.5061:dryad.9sh82
DRYAD_doi.org:10.5061:dryad.b7k26
DRYAD_doi.org:10.5061:dryad.b8br852
DRYAD_doi.org:10.5061:dryad.bg79cnpf7
DRYAD_doi.org:10.5061:dryad.c0t1892
DRYAD_doi.org:10.5061:dryad.c866t1g6r
DRYAD_doi.org:10.5061:dryad.cs12r
DRYAD_doi.org:10.5061:dryad.ct8j4
DRYAD_doi.org:10.5061:dryad.dc464
DRYAD_doi.org:10.5061:dryad.dv2q6
DRYAD_doi.org:10.5061:dryad.f0g7v
DRYAD_doi.org:10.5061:dryad.f260s
DRYAD_doi.org:10.5061:dryad.f7m0cfxw3
DRYAD_doi.org:10.5061:dryad.f7r7b
DRYAD_doi.org:10.5061:dryad.fqz612jz4
DRYAD_doi.org:10.5061:dryad.fv8g8
DRYAD_doi.org:10.5061:dryad.g1jwstqrb
DRYAD_doi.org:10.5061:dryad.g3dc83m
DRYAD_doi.org:10.5061:dryad.g4d30
DRYAD_doi.org:10.5061:dryad.g4f4qrfr6
DRYAD_doi.org:10.5061:dryad.g830h
DRYAD_doi.org:10.5061:dryad.gqnk98sj0
